feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
451	142216	[0.3562011122703552, 0.38932791352272034, -0.4510314166545868, 1.306235909461975, 0.41023921966552734, -0.2884195148944855, 0.2392081767320633, -0.7616690993309021, 0.14724387228488922, 0.5489245057106018]	0.15	IGKV2	IGKJ1	9.0
452	142241	[0.5856051445007324, 0.39882421493530273, -0.747769832611084, 1.194750428199768, -0.034115418791770935, -0.12221179902553558, 0.6785658597946167, -0.16846203804016113, 0.6110684871673584, 0.002902949694544077]	0.15	IGKV2	IGKJ1	9.0
453	142243	[0.7650325894355774, 0.13405729830265045, -0.8160043358802795, 0.9373195767402649, 0.07200828939676285, -0.002935502678155899, 1.0382524728775024, -0.27240073680877686, 0.581480085849762, 0.4340888559818268]	0.15	IGKV2	IGKJ1	9.0
454	142251	[0.5123250484466553, 0.32354164123535156, -0.5296351313591003, 1.161588191986084, 0.3612162172794342, -0.19481538236141205, 0.4682202637195587, -0.5894842743873596, 0.2834925055503845, 0.36850666999816895]	0.15	IGKV2	IGKJ1	9.0
455	142264	[0.07578366994857788, 0.7580171823501587, -0.22821661829948425, 1.2163207530975342, 0.17845377326011658, -0.2547167241573334, 0.6388587951660156, -0.5965251326560974, 0.4067491888999939, -0.5590507388114929]	0.15	IGKV2	IGKJ1	9.0
456	143743	[0.5582534670829773, -0.0071580917574465275, -0.6350456476211548, 0.933798611164093, -0.08973009884357452, -0.05583593249320984, 0.748413622379303, -0.23287507891654968, 0.6397925615310669, 0.3809342384338379]	0.15	IGKV2	IGKJ1	10.0
457	143747	[0.5737432837486267, 0.5463436841964722, -0.4377986788749695, 1.390673041343689, 0.2146066129207611, -0.4158889949321747, 0.20270796120166779, -0.5299487709999084, 0.31843113899230957, 0.606360137462616]	0.15	IGKV2	IGKJ1	10.0
458	144454	[0.6702444553375244, 0.14970368146896362, -0.8609415292739868, 1.1062430143356323, -0.06194185093045235, -0.004183047916740179, 0.7399085760116577, -0.1789005994796753, 0.4138928949832916, 0.4665865898132324]	0.15	IGKV2	IGKJ1	11.0
459	144832	[0.7224618792533875, -0.02642454393208027, -0.6179394125938416, 1.0488864183425903, 0.08359160274267197, 0.018950894474983215, 0.7290945053100586, 0.03621949627995491, 0.4048579931259155, 0.38090160489082336]	0.15	IGKV2	IGKJ1	12.0
460	144949	[0.9853593111038208, 0.07209161669015884, -1.2530096769332886, 1.0924291610717773, 0.16273261606693268, 0.023924503475427628, 1.1819188594818115, -0.31046754121780396, 0.42631515860557556, 0.6355043649673462]	0.15	IGKV2	IGKJ2	7.0
461	144952	[0.4094792306423187, 0.5257247686386108, -0.7890895009040833, 1.3182121515274048, 0.20666226744651794, -0.372728168964386, 0.35240113735198975, -0.9535234570503235, 0.365329384803772, 0.7453964948654175]	0.15	IGKV2	IGKJ2	7.0
462	145020	[0.6073243021965027, 0.04403367638587952, -0.9427801370620728, 1.0308209657669067, -0.07945166528224945, 0.06241370737552643, 0.9020274877548218, -0.22995033860206604, 0.1835290938615799, 0.31516581773757935]	0.15	IGKV2	IGKJ2	8.0
463	145030	[0.5374110341072083, -0.11454031616449356, -0.8806179761886597, 1.2612149715423584, 0.21088485419750214, 0.19953177869319916, 0.5356502532958984, -0.03665537387132645, -0.14417624473571777, 0.23101279139518738]	0.15	IGKV2	IGKJ2	8.0
464	145037	[0.05892093479633331, 0.4603053033351898, -0.49874433875083923, 1.2727880477905273, -0.12121344357728958, -0.0327330082654953, 0.467490553855896, -0.22188763320446014, 0.3821665048599243, -0.7675754427909851]	0.15	IGKV2	IGKJ2	8.0
465	145041	[0.5953417420387268, 0.7305123209953308, -0.5693877935409546, 1.4912869930267334, 0.3042317032814026, -0.5534356832504272, 0.2234221249818802, -0.851241946220398, 0.26204541325569153, 0.7308884859085083]	0.15	IGKV2	IGKJ2	8.0
466	145636	[0.39155814051628113, 0.6270889639854431, -0.6478052139282227, 1.1791032552719116, -0.1673615723848343, -0.14456625282764435, 0.7787083983421326, -0.47689375281333923, 0.4714530408382416, -0.22551468014717102]	0.15	IGKV2	IGKJ2	9.0
467	145638	[0.4524151682853699, 0.5874138474464417, -0.6284798979759216, 1.3168898820877075, 0.10092145204544067, -0.3226010799407959, 0.303210973739624, -0.692407488822937, 0.3539274036884308, 0.5240486264228821]	0.15	IGKV2	IGKJ2	9.0
468	145643	[0.8180289268493652, 0.1687466949224472, -0.9014122486114502, 0.9577560424804688, 0.015886373817920685, -0.09651080518960953, 1.0155656337738037, -0.372641921043396, 0.5257234573364258, 0.45966872572898865]	0.15	IGKV2	IGKJ2	9.0
469	145652	[0.5913365483283997, 0.6658089756965637, -0.4900648295879364, 1.4322398900985718, 0.22934900224208832, -0.4876348078250885, 0.23543491959571838, -0.7207368016242981, 0.24238555133342743, 0.5909842252731323]	0.15	IGKV2	IGKJ2	9.0
470	145653	[0.23417890071868896, 0.11669082939624786, -0.497265100479126, 1.3174563646316528, 0.3697834014892578, -0.23403915762901306, 0.26157134771347046, -0.8340067863464355, 0.17827142775058746, 0.36730459332466125]	0.15	IGKV2	IGKJ2	9.0
471	145662	[0.7534483075141907, 0.0671997219324112, -0.7666828036308289, 1.0345276594161987, -0.20384439826011658, -0.010749012231826782, 0.7554841041564941, -0.17568372189998627, 0.26420941948890686, 0.3721679747104645]	0.15	IGKV2	IGKJ2	9.0
472	145683	[0.32583069801330566, 0.4455820918083191, -0.511017382144928, 1.276700735092163, 0.48158028721809387, -0.34177714586257935, 0.3213954269886017, -0.8350027799606323, 0.19970616698265076, 0.5222300887107849]	0.15	IGKV2	IGKJ2	9.0
473	145685	[0.4729871451854706, 0.25265583395957947, -0.5479106307029724, 1.4063811302185059, 0.2815800905227661, -0.25083547830581665, -0.028544805943965912, -0.6866737008094788, 0.25887760519981384, 0.7162448763847351]	0.15	IGKV2	IGKJ2	9.0
474	146986	[0.5886999368667603, 0.519152820110321, -0.6608206033706665, 1.4779995679855347, 0.32597941160202026, -0.3352225422859192, 0.2582867443561554, -0.49163252115249634, -0.029349103569984436, 0.6465808749198914]	0.15	IGKV2	IGKJ2	10.0
475	146993	[0.5743250846862793, 0.46236929297447205, -0.4597497284412384, 1.4234867095947266, 0.1991276741027832, -0.44826406240463257, 0.09337109327316284, -0.5055282115936279, 0.3387678861618042, 0.6635504364967346]	0.15	IGKV2	IGKJ2	10.0
476	148106	[0.5429180860519409, 0.4402989149093628, -0.46244293451309204, 1.3545433282852173, 0.10548239946365356, -0.49858659505844116, 0.2128724902868271, -0.3497639000415802, 0.3735557198524475, 0.6170138120651245]	0.15	IGKV2	IGKJ2	11.0
477	148109	[0.5604683756828308, 0.4959776699542999, -0.3692612648010254, 1.3089587688446045, 0.3052584230899811, -0.42980659008026123, 0.3025487959384918, -0.5423140525817871, 0.22005701065063477, 0.4981560707092285]	0.15	IGKV2	IGKJ2	11.0
478	148122	[0.7442958354949951, 0.027066633105278015, -0.7058297991752625, 1.1283681392669678, 0.12533371150493622, -0.030498992651700974, 0.6146841645240784, -0.05530790984630585, 0.3329363763332367, 0.4863833487033844]	0.15	IGKV2	IGKJ2	11.0
479	148127	[0.06673114746809006, 0.7970052361488342, -0.49209657311439514, 1.2706520557403564, -0.22843308746814728, -0.21281877160072327, 0.6648699641227722, -0.5102466344833374, 0.4607119858264923, -0.5416545271873474]	0.15	IGKV2	IGKJ2	11.0
480	148977	[0.6723390817642212, 0.10514416545629501, -0.5546888113021851, 1.0336343050003052, 0.16999360918998718, -0.061524055898189545, 0.8040315508842468, 0.0311698317527771, 0.3440144658088684, 0.36358723044395447]	0.15	IGKV2	IGKJ2	13.0
481	149071	[0.8344196081161499, 0.20973584055900574, -1.0163973569869995, 1.051820993423462, -0.058318592607975006, -0.05170299485325813, 0.8513243794441223, -0.45482760667800903, 0.44421324133872986, 0.47521284222602844]	0.15	IGKV2	IGKJ3	7.0
482	149133	[0.43190208077430725, 0.5325801372528076, -0.5814805626869202, 1.2603977918624878, 0.1642022430896759, -0.47280916571617126, 0.3469162881374359, -0.7538893222808838, 0.42859673500061035, 0.5285598039627075]	0.15	IGKV2	IGKJ3	8.0
483	149149	[0.5617708563804626, 0.7228167653083801, -0.6130194664001465, 1.4858207702636719, 0.2787514626979828, -0.5240457653999329, 0.20954197645187378, -0.8528062701225281, 0.2928493916988373, 0.7192997336387634]	0.15	IGKV2	IGKJ3	8.0
484	149320	[0.4498160481452942, 0.6102909445762634, -0.5125665068626404, 1.2914459705352783, 0.1264568269252777, -0.39789262413978577, 0.31460005044937134, -0.6305891275405884, 0.4372514486312866, 0.5197446346282959]	0.15	IGKV2	IGKJ3	9.0
485	149326	[0.5419602990150452, -0.023437082767486572, -0.5443339347839355, 0.9676731824874878, -0.14952385425567627, -0.08348848670721054, 0.6869138479232788, -0.22981946170330048, 0.41510239243507385, 0.44405779242515564]	0.15	IGKV2	IGKJ3	9.0
486	149336	[0.4705193340778351, 0.4902232885360718, -0.40826356410980225, 1.2183958292007446, 0.37100422382354736, -0.4285999536514282, 0.3704295754432678, -0.6829241514205933, 0.34776341915130615, 0.5305160284042358]	0.15	IGKV2	IGKJ3	9.0
487	149780	[0.054781053215265274, 0.8990865349769592, -0.45074647665023804, 1.3102771043777466, -0.1903323531150818, -0.21931415796279907, 0.608840823173523, -0.44266173243522644, 0.5689035058021545, -0.6557676792144775]	0.15	IGKV2	IGKJ3	10.0
488	149783	[0.557033360004425, 0.45914098620414734, -0.40297338366508484, 1.427342414855957, 0.2538473606109619, -0.4570469260215759, 0.05751892551779747, -0.5257986783981323, 0.3401080071926117, 0.6587041616439819]	0.15	IGKV2	IGKJ3	10.0
489	149787	[0.18191967904567719, 0.7032858729362488, -0.3177253305912018, 1.3105143308639526, -0.04001925513148308, -0.20102398097515106, 0.49356067180633545, -0.3027595579624176, 0.5953136682510376, -0.5511904358863831]	0.15	IGKV2	IGKJ3	10.0
490	149796	[0.5700529217720032, 0.6134749054908752, -0.33299121260643005, 1.3849209547042847, 0.3707679808139801, -0.4636596739292145, 0.24691353738307953, -0.5957266688346863, 0.23936773836612701, 0.5671431422233582]	0.15	IGKV2	IGKJ3	10.0
491	150089	[0.7569634318351746, 0.24851299822330475, -0.6706233620643616, 1.0712116956710815, 0.07335910201072693, -0.057143159210681915, 0.8251404762268066, -0.058706801384687424, 0.448137104511261, 0.374393492937088]	0.15	IGKV2	IGKJ3	11.0
492	150262	[0.6810534000396729, 0.04434705525636673, -0.6577495336532593, 1.0609396696090698, 0.01298250537365675, -0.1362123191356659, 0.6975951194763184, 0.003814642084762454, 0.4647461771965027, 0.49424970149993896]	0.15	IGKV2	IGKJ3	12.0
493	150383	[0.6063562631607056, 0.05332989990711212, -0.9931772351264954, 0.9911122918128967, -0.2526625096797943, 0.003666576696559787, 0.987201452255249, -0.25837722420692444, 0.4213440418243408, 0.5150467753410339]	0.15	IGKV2	IGKJ4	7.0
494	150385	[0.502936840057373, 0.6306871771812439, -0.7539561986923218, 1.346111536026001, 0.24759668111801147, -0.47594234347343445, 0.3477100729942322, -0.9706836938858032, 0.35825490951538086, 0.7230435013771057]	0.15	IGKV2	IGKJ4	7.0
495	150390	[0.47251754999160767, -0.15303732454776764, -0.5777752995491028, 1.0855042934417725, 0.31989389657974243, 0.10562536865472794, 0.5418330430984497, -0.37177637219429016, 0.16354839503765106, 0.15110711753368378]	0.15	IGKV2	IGKJ4	7.0
496	150509	[0.4325197637081146, 0.5544313788414001, -0.5924171805381775, 1.242386817932129, 0.2365354299545288, -0.4538687765598297, 0.4004957973957062, -0.8018099069595337, 0.35417893528938293, 0.5704531073570251]	0.15	IGKV2	IGKJ4	8.0
497	150521	[0.5893830060958862, 0.7300479412078857, -0.5693812966346741, 1.4901905059814453, 0.3077751696109772, -0.5523208379745483, 0.23430496454238892, -0.8545520901679993, 0.2359667718410492, 0.7214147448539734]	0.15	IGKV2	IGKJ4	8.0
498	150526	[0.45217910408973694, -0.30110183358192444, -0.4583192765712738, 1.1189792156219482, 0.2566225528717041, 0.09423847496509552, 0.2906385362148285, -0.2260388880968094, 0.2706920802593231, 0.2610229253768921]	0.15	IGKV2	IGKJ4	8.0
499	150917	[0.3955157697200775, 0.633187472820282, -0.5284758806228638, 1.3378971815109253, 0.24939848482608795, -0.390127956867218, 0.26715990900993347, -0.6960355043411255, 0.39763522148132324, 0.5244819521903992]	0.15	IGKV2	IGKJ4	9.0
500	150919	[0.4124460220336914, 0.30192264914512634, -0.48766499757766724, 1.32924485206604, 0.35383379459381104, -0.2867453992366791, 0.10226338356733322, -0.6711488366127014, 0.339969664812088, 0.6865106225013733]	0.15	IGKV2	IGKJ4	9.0
501	150920	[0.40504828095436096, 0.4721883535385132, -0.5427733659744263, 1.3492830991744995, 0.42467865347862244, -0.3410532772541046, 0.17658185958862305, -0.8668816685676575, 0.2069256752729416, 0.6480072140693665]	0.15	IGKV2	IGKJ4	9.0
502	150937	[0.023246891796588898, 0.6531383395195007, -0.26487070322036743, 1.1494476795196533, -0.024455225095152855, -0.21508853137493134, 0.7148361802101135, -0.34242549538612366, 0.38278982043266296, -0.560810387134552]	0.15	IGKV2	IGKJ4	9.0
503	150940	[0.3220013678073883, 0.38082000613212585, -0.42455005645751953, 1.2486032247543335, 0.3004876673221588, -0.33913153409957886, 0.3703846335411072, -0.6435388922691345, 0.1299896091222763, 0.536074697971344]	0.15	IGKV2	IGKJ4	9.0
504	150945	[0.5620182752609253, 0.29125186800956726, -1.0309326648712158, 1.183885931968689, -0.20494824647903442, -0.07000486552715302, 0.8037421703338623, -0.0030272970907390118, 0.7907952666282654, 0.4426189959049225]	0.15	IGKV2	IGKJ4	9.0
505	150948	[0.43290746212005615, 0.3739781677722931, -0.3839823603630066, 1.2291285991668701, 0.5005831718444824, -0.44763073325157166, 0.29379895329475403, -0.6856067776679993, 0.35962170362472534, 0.4923856556415558]	0.15	IGKV2	IGKJ4	9.0
506	151657	[0.04776198789477348, 0.9146159887313843, -0.46641963720321655, 1.3127930164337158, -0.17348355054855347, -0.2136940360069275, 0.6291506290435791, -0.4618684649467468, 0.5624461770057678, -0.6340782046318054]	0.15	IGKV2	IGKJ4	10.0
507	151676	[0.5515936017036438, 0.4753544330596924, -0.2538166344165802, 1.3308589458465576, 0.5642181634902954, -0.47406208515167236, 0.23461711406707764, -0.610863447189331, 0.3532213270664215, 0.5105992555618286]	0.15	IGKV2	IGKJ4	10.0
508	152196	[0.6241248250007629, 0.011162818409502506, -0.6261199116706848, 1.0126537084579468, -0.00034291762858629227, -0.1455584317445755, 0.736701488494873, 0.03668883442878723, 0.625206708908081, 0.4699550271034241]	0.15	IGKV2	IGKJ4	11.0
509	152201	[0.2255639284849167, 0.6331396102905273, -0.21372976899147034, 1.2586294412612915, 0.1472867727279663, -0.2598891854286194, 0.5221205949783325, -0.25280579924583435, 0.5986329317092896, -0.5415490865707397]	0.15	IGKV2	IGKJ4	11.0
510	152472	[0.7279351353645325, 0.14560101926326752, -0.6386592388153076, 1.0624257326126099, 0.08622574806213379, -0.07248126715421677, 0.7369747161865234, 0.00063323910580948, 0.42981788516044617, 0.42911624908447266]	0.15	IGKV2	IGKJ4	12.0
511	152516	[1.0081428289413452, 0.174112468957901, -1.1703815460205078, 1.1044079065322876, -0.0687129870057106, -0.0003334457869641483, 0.9695696830749512, -0.24236634373664856, 0.5304841995239258, 0.6373462080955505]	0.15	IGKV2	IGKJ5	5.0
512	152597	[0.40611720085144043, 0.5641949772834778, -0.5740187168121338, 1.2484604120254517, 0.14560240507125854, -0.4459136724472046, 0.35681283473968506, -0.7527653574943542, 0.44405555725097656, 0.5882731080055237]	0.15	IGKV2	IGKJ5	8.0
513	152604	[0.8885353803634644, 0.011152155697345734, -1.1269742250442505, 1.0590407848358154, 0.31383559107780457, -0.0007113717729225755, 1.0990209579467773, -0.2364862710237503, 0.37285280227661133, 0.5930694341659546]	0.15	IGKV2	IGKJ5	8.0
514	152605	[0.5609482526779175, 0.04687173664569855, -0.8058222532272339, 0.9876559376716614, -0.11451487988233566, -0.07030505686998367, 0.8206230998039246, -0.2503144145011902, 0.5125173926353455, 0.5611804723739624]	0.15	IGKV2	IGKJ5	8.0
515	152615	[0.4860978424549103, 0.5321844220161438, -0.5905951261520386, 1.3525595664978027, 0.41573265194892883, -0.32888171076774597, 0.2684221863746643, -0.859279453754425, 0.23811306059360504, 0.680925726890564]	0.15	IGKV2	IGKJ5	8.0
516	152809	[0.17858271300792694, 0.6312422752380371, -0.36242157220840454, 1.2651525735855103, -0.2266218215227127, -0.1695529967546463, 0.4569966793060303, -0.2624838352203369, 0.4418230652809143, -0.6397567391395569]	0.15	IGKV2	IGKJ5	9.0
517	152817	[0.46297624707221985, 0.274519681930542, -0.5022718906402588, 1.352152943611145, 0.33787238597869873, -0.286629319190979, 0.05650157853960991, -0.6577473282814026, 0.34470465779304504, 0.6894951462745667]	0.15	IGKV2	IGKJ5	9.0
518	152819	[0.5050942897796631, 0.5523273348808289, -0.4831518530845642, 1.2249709367752075, 0.16213391721248627, -0.41295766830444336, 0.3750763237476349, -0.632432222366333, 0.4496392607688904, 0.5560925602912903]	0.15	IGKV2	IGKJ5	9.0
519	152821	[0.5939237475395203, 0.6725322008132935, -0.4673891067504883, 1.4300451278686523, 0.2644795775413513, -0.49504706263542175, 0.23298367857933044, -0.7149245142936707, 0.253458172082901, 0.6103500723838806]	0.15	IGKV2	IGKJ5	9.0
520	152833	[0.8040585517883301, 0.18151742219924927, -0.8529953360557556, 0.950975239276886, 0.13226358592510223, -0.10992970317602158, 1.0455552339553833, -0.2910156548023224, 0.6003736853599548, 0.4798092842102051]	0.15	IGKV2	IGKJ5	9.0
521	153251	[0.694604754447937, 0.25352978706359863, -0.8022436499595642, 1.0206128358840942, 0.0008685620850883424, -0.11063534021377563, 0.8854910731315613, -0.21136073768138885, 0.5219302773475647, 0.4758438169956207]	0.15	IGKV2	IGKJ5	10.0
522	153259	[0.5694478154182434, 0.625496506690979, -0.38691675662994385, 1.379043698310852, 0.3279394507408142, -0.4688851237297058, 0.286398708820343, -0.5686452388763428, 0.23245097696781158, 0.5838758945465088]	0.15	IGKV2	IGKJ5	10.0
523	153264	[0.12987369298934937, 0.7891696095466614, -0.317504346370697, 1.264785647392273, 0.12591351568698883, -0.2606198489665985, 0.7347095608711243, -0.3624531626701355, 0.40212398767471313, -0.6020161509513855]	0.15	IGKV2	IGKJ5	10.0
524	153790	[-0.8100085258483887, 1.0339893102645874, -0.12840484082698822, 1.9670289754867554, 0.33804085850715637, -0.9228370785713196, 0.04753391817212105, 0.48550015687942505, -0.04074009880423546, -0.3093874156475067]	0.15	IGKV2D	IGKJ1	7.0
525	153833	[-0.5766547322273254, 0.8564914464950562, -0.12522092461585999, 1.5787043571472168, 0.23321659862995148, -0.5923739671707153, 0.3168164789676666, 0.08269406855106354, 0.10394307225942612, -0.15080055594444275]	0.15	IGKV2D	IGKJ1	8.0
526	154614	[-0.4228839874267578, 0.6749383807182312, -0.8919246196746826, 1.3690487146377563, 0.4017544388771057, -0.7871431708335876, 0.8643491864204407, -0.2517363727092743, 0.10615329444408417, -0.13285940885543823]	0.15	IGKV2D	IGKJ1	10.0
527	154624	[-0.4712279736995697, 0.9353580474853516, -0.05682516098022461, 1.9024200439453125, 0.07455907016992569, -0.6733614206314087, -0.009517415426671505, 0.372349351644516, -0.16185078024864197, -0.1673002541065216]	0.15	IGKV2D	IGKJ1	10.0
528	154841	[-0.307638555765152, 0.6713452935218811, -0.025869915261864662, 1.7668025493621826, 0.1358477771282196, -0.692674994468689, -0.008190363645553589, 0.5020585656166077, 0.0433531254529953, 0.06011130288243294]	0.15	IGKV2D	IGKJ1	11.0
